Id,PID,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Slope,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Screen Porch,Fence,SalePrice,MSsubclass_30,MSsubclass_40,MSsubclass_45,MSsubclass_50,MSsubclass_60,MSsubclass_70,MSsubclass_75,MSsubclass_80,MSsubclass_85,MSsubclass_90,MSsubclass_120,MSsubclass_150,MSsubclass_160,MSsubclass_180,MSsubclass_190,Street_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConf_CulDSac,LotConf_FR2,LotConf_FR3,LotConf_Inside,ngbhd_Blueste,ngbhd_BrDale,ngbhd_BrkSide,ngbhd_ClearCr,ngbhd_CollgCr,ngbhd_Crawfor,ngbhd_Edwards,ngbhd_Gilbert,ngbhd_Greens,ngbhd_GrnHill,ngbhd_IDOTRR,ngbhd_Landmrk,ngbhd_MeadowV,ngbhd_Mitchel,ngbhd_NAmes,ngbhd_NPkVill,ngbhd_NWAmes,ngbhd_NoRidge,ngbhd_NridgHt,ngbhd_OldTown,ngbhd_SWISU,ngbhd_Sawyer,ngbhd_SawyerW,ngbhd_Somerst,ngbhd_StoneBr,ngbhd_Timber,ngbhd_Veenker,cond1_Feedr,cond1_Norm,cond1_PosA,cond1_PosN,cond1_RRAe,cond1_RRAn,cond1_RRNe,cond1_RRNn,cond2_Feedr,cond2_Norm,cond2_PosA,cond2_PosN,cond2_RRAe,cond2_RRAn,cond2_RRNn,bldgtype_2fmCon,bldgtype_Duplex,bldgtype_Twnhs,bldgtype_TwnhsE,roofstyle_Gable,roofstyle_Gambrel,roofstyle_Hip,roofstyle_Mansard,roofstyle_Shed,roofmatl_CompShg,roofmatl_Membran,roofmatl_Tar&Grv,roofmatl_WdShake,roofmatl_WdShngl,Ext1st_AsphShn,Ext1st_BrkComm,Ext1st_BrkFace,Ext1st_CBlock,Ext1st_CemntBd,Ext1st_HdBoard,Ext1st_ImStucc,Ext1st_MetalSd,Ext1st_Plywood,Ext1st_Stone,Ext1st_Stucco,Ext1st_VinylSd,Ext1st_Wd Sdng,Ext1st_WdShing,MasVType_BrkFace,MasVType_None,MasVType_Stone,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_1,GargType_Attchd,GargType_Basment,GargType_BuiltIn,GargType_CarPort,GargType_Detchd,GargType_NA,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Year_2007,Year_2008,Year_2009,Year_2010,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD 
2051,905101070,RL,62.0,14299,4,3,1Story,4,3,1964,1964,HdBoard,0.0,2,3,CBlock,3,3,1,3,2,348.0,1005.0,3,5,1005,0,1005,1.0,0.0,1,0,3,1,2,8,0,0,1964.0,1,2.0,440.0,3,3,0,0,0,0,0,3,115400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1863,534104090,FV,69.0,7050,4,3,2Story,7,5,2001,2001,VinylSd,0.0,3,3,PConc,4,3,1,6,1,319.0,1057.0,5,5,1057,872,1929,1.0,0.0,2,1,3,1,3,8,1,3,2001.0,2,2.0,650.0,3,3,2,0,235,0,0,0,226000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2510,533212130,FV,30.0,3180,4,3,2Story,7,5,2005,2005,MetalSd,0.0,3,3,PConc,4,3,1,1,1,600.0,600.0,5,5,520,600,1200,0.0,0.0,2,1,2,1,3,8,0,0,2005.0,3,2.0,480.0,3,3,2,0,166,0,0,0,144152,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1069,528178090,RL,112.0,16451,3,3,2Story,8,5,2003,2003,VinylSd,221.0,3,3,PConc,5,3,4,1,1,1765.0,1765.0,5,5,1804,886,2690,0.0,0.0,2,1,4,1,3,8,1,4,2003.0,2,3.0,795.0,3,3,2,268,58,0,0,0,370000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
336,923276030,RL,76.0,12887,4,3,1Story,5,7,1984,1984,VinylSd,0.0,2,3,CBlock,4,3,2,3,6,36.0,833.0,3,5,833,0,833,1.0,0.0,1,0,2,1,3,8,0,0,1984.0,1,2.0,495.0,3,3,2,431,0,0,0,3,149900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2417,528221100,RL,105.0,15578,3,3,2Story,6,5,2006,2006,VinylSd,0.0,3,3,PConc,4,3,1,1,1,728.0,728.0,4,5,728,728,1456,0.0,0.0,2,1,3,1,2,8,0,0,2006.0,3,2.0,429.0,3,3,2,0,0,0,0,0,172785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1962,535451110,RL,60.0,7200,4,3,1Story,5,8,1950,2002,VinylSd,0.0,2,3,CBlock,3,3,1,5,4,317.0,864.0,4,5,864,0,864,1.0,0.0,1,0,3,1,3,8,0,0,1980.0,3,2.0,720.0,3,3,2,194,0,0,0,0,129000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
372,527302175,RL,48.0,17043,3,3,1Story,6,5,1979,1998,HdBoard,0.0,2,4,CBlock,4,2,1,1,1,1362.0,1362.0,3,5,1586,0,1586,0.0,0.0,2,0,3,1,2,8,1,3,1979.0,1,2.0,435.0,3,3,2,192,0,0,0,0,181000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2578,535178100,RL,125.0,10000,4,3,SLvl,5,6,1956,1956,Wd Sdng,272.0,2,3,CBlock,3,3,3,4,3,99.0,1058.0,5,5,1370,0,1370,1.0,0.0,1,0,3,1,2,8,1,3,1956.0,3,1.0,300.0,3,3,2,191,0,0,120,3,148000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2824,908130020,RL,75.0,8050,4,3,1Story,6,5,2002,2002,VinylSd,0.0,2,3,PConc,4,3,3,6,5,142.0,914.0,5,5,914,0,914,1.0,0.0,1,0,2,1,3,8,0,0,1979.0,0,0.0,0.0,0,0,0,32,0,0,0,0,117250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
471,528228435,RL,43.0,3182,4,3,1Story,7,5,2005,2006,VinylSd,16.0,3,3,PConc,4,3,3,6,1,1357.0,1373.0,5,5,1555,0,1555,0.0,0.0,2,0,2,1,3,8,1,3,2005.0,2,2.0,430.0,3,3,2,143,20,0,0,0,192500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1544,909451150,RM,24.0,1950,4,3,2Story,6,6,1980,1980,MetalSd,0.0,2,4,CBlock,4,3,1,2,6,23.0,716.0,3,5,716,840,1556,1.0,0.0,2,1,3,1,2,8,1,3,1980.0,2,2.0,452.0,3,3,2,161,0,0,0,4,151000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2141,907203060,RL,70.0,7700,4,3,1Story,5,5,1972,1972,VinylSd,0.0,2,3,CBlock,3,3,1,2,3,276.0,882.0,3,5,882,0,882,1.0,0.0,1,0,3,1,2,8,0,0,1980.0,1,2.0,461.0,3,3,2,96,0,0,0,3,112500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2008,903205085,RL,98.0,8731,3,3,1Story,5,5,1920,1950,Stucco,0.0,2,2,BrkTil,3,3,1,4,1,270.0,915.0,3,5,1167,0,1167,0.0,0.0,1,0,3,1,2,4,1,4,1972.0,1,2.0,495.0,3,3,2,0,0,216,126,0,144000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1075,528186130,RL,89.0,8232,3,3,1Story,9,5,2007,2008,MetalSd,714.0,4,3,PConc,5,3,1,6,1,596.0,1800.0,5,5,1800,0,1800,1.0,0.0,2,0,2,1,4,8,1,4,2008.0,3,3.0,944.0,3,3,2,210,0,0,0,0,370967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
34,527453130,RL,24.0,2280,4,3,2Story,6,6,1975,1975,Brk Cmn,0.0,2,3,CBlock,3,3,1,5,1,341.0,855.0,3,5,855,601,1456,0.0,0.0,2,1,3,1,3,8,1,3,1975.0,1,2.0,440.0,3,3,2,173,0,0,0,0,149900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
847,907192030,RL,68.0,8935,3,3,2Story,7,5,2002,2002,VinylSd,95.0,3,3,PConc,4,3,1,1,1,831.0,831.0,5,5,831,829,1660,0.0,0.0,2,1,3,1,3,8,0,0,2002.0,3,2.0,493.0,3,3,2,144,68,0,0,0,195000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1629,527165100,RL,69.0,9125,3,3,SLvl,7,5,1992,1992,HdBoard,170.0,2,3,PConc,4,3,1,1,1,384.0,384.0,4,5,812,670,1482,0.0,0.0,2,1,3,1,3,8,1,3,1992.0,2,2.0,392.0,3,3,2,100,25,0,0,0,163900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2073,905352010,RL,69.0,11075,4,3,1Story,6,5,1984,1984,Wd Sdng,136.0,2,3,PConc,4,3,1,4,2,0.0,1190.0,5,5,1522,0,1522,0.0,0.0,2,0,3,1,2,8,1,3,1984.0,2,2.0,552.0,3,3,2,0,77,0,168,4,182000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
960,916382100,RL,113.0,13438,3,3,1Story,9,5,2008,2008,CmentBd,246.0,4,3,CBlock,5,3,4,6,1,432.0,2190.0,5,5,2036,0,2036,1.0,0.0,2,0,3,1,4,8,1,5,2008.0,2,3.0,780.0,3,3,2,90,154,0,0,0,410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
955,914476430,RL,82.0,11070,4,3,1Story,5,5,1991,1991,HdBoard,0.0,2,3,PConc,4,3,1,4,1,1527.0,1582.0,3,5,1595,0,1595,1.0,0.0,2,0,2,1,2,8,0,0,1991.0,1,2.0,672.0,3,3,2,0,0,0,0,0,152000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2476,531376030,RL,65.0,7800,4,3,2Story,7,5,2005,2005,VinylSd,172.0,3,3,PConc,4,3,1,1,1,891.0,891.0,5,5,891,795,1686,0.0,0.0,2,1,3,1,3,8,0,0,2005.0,2,2.0,462.0,3,3,2,144,101,0,0,0,184000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1590,923202015,RM,78.0,7060,4,3,SFoyer,7,5,1997,1998,VinylSd,200.0,2,4,PConc,4,4,4,6,1,35.0,1344.0,5,5,1344,0,1344,2.0,0.0,2,0,2,2,2,8,0,0,1997.0,2,4.0,784.0,3,3,2,0,0,0,0,0,206300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2913,923226150,RL,69.0,11836,3,3,1Story,5,5,1970,1970,Plywood,0.0,2,3,CBlock,3,3,1,4,1,1503.0,1652.0,3,5,1652,0,1652,0.0,0.0,2,0,4,2,2,8,0,0,1970.0,1,3.0,928.0,3,3,2,0,0,0,0,0,146500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,535180130,RL,60.0,8382,4,3,1.5Fin,4,5,1956,1956,MetalSd,0.0,2,3,CBlock,3,3,1,1,1,832.0,832.0,3,4,832,505,1337,0.0,0.0,1,0,3,1,2,8,0,0,1956.0,1,1.0,263.0,3,3,2,0,0,0,0,0,108000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2525,534126060,RL,102.0,10192,3,3,SLvl,7,6,1968,1992,MetalSd,143.0,2,3,CBlock,3,3,1,1,1,570.0,570.0,4,5,1222,698,1920,0.0,0.0,3,0,4,1,3,8,1,3,1968.0,3,2.0,487.0,3,3,2,0,98,0,0,4,170000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1470,907290250,RM,69.0,4426,4,3,1Story,6,5,2004,2004,VinylSd,205.0,3,3,PConc,4,3,2,6,1,186.0,848.0,5,5,848,0,848,1.0,0.0,1,0,1,1,3,8,0,0,2004.0,3,2.0,420.0,3,3,2,140,0,0,0,0,145000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
412,527453140,RL,24.0,2280,4,3,1Story,7,5,1975,1975,Brk Cmn,0.0,2,3,CBlock,4,3,1,5,2,0.0,1057.0,3,5,1055,0,1055,0.0,1.0,2,0,2,1,2,8,1,2,1975.0,3,2.0,440.0,3,3,2,0,27,0,0,0,123000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1399,905351089,RL,69.0,2887,4,3,1Story,6,5,1996,1997,Wd Sdng,0.0,2,3,PConc,4,3,2,6,1,288.0,1291.0,5,5,1291,0,1291,1.0,0.0,1,0,2,1,3,8,1,4,1996.0,1,2.0,431.0,3,3,2,307,0,0,0,0,173000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
183,902207140,RM,60.0,8520,4,3,1Story,6,8,1928,2003,VinylSd,0.0,2,4,BrkTil,3,3,1,1,1,624.0,624.0,4,5,720,0,720,0.0,0.0,1,0,2,1,2,8,0,0,2005.0,1,2.0,484.0,3,3,2,106,0,0,0,0,105900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
